,V1/V12_Voltage_0-Vmax
2021-02-21 05:00:00,406.0
2021-02-21 04:59:00,406.0
2021-02-21 04:58:00,406.0
2021-02-21 04:57:00,406.0
2021-02-21 04:56:00,405.0
2021-02-21 04:55:00,406.0
2021-02-21 04:54:00,406.0
2021-02-21 04:53:00,406.0
2021-02-21 04:52:00,406.0
2021-02-21 04:51:00,406.0
2021-02-21 04:50:00,406.0
2021-02-21 04:49:00,406.0
2021-02-21 04:48:00,406.0
2021-02-21 04:47:00,406.0
2021-02-21 04:46:00,406.0
2021-02-21 04:45:00,406.0
2021-02-21 04:44:00,407.0
2021-02-21 04:43:00,407.0
2021-02-21 04:42:00,406.0
2021-02-21 04:41:00,406.0
2021-02-21 04:40:00,406.0
2021-02-21 04:39:00,406.0
2021-02-21 04:38:00,406.0
2021-02-21 04:37:00,406.0
2021-02-21 04:36:00,406.0
2021-02-21 04:35:00,406.0
2021-02-21 04:34:00,406.0
2021-02-21 04:33:00,407.0
2021-02-21 04:32:00,407.0
2021-02-21 04:31:00,407.0
2021-02-21 04:30:00,407.0
2021-02-21 04:29:00,407.0
2021-02-21 04:28:00,407.0
2021-02-21 04:27:00,407.0
2021-02-21 04:26:00,407.0
2021-02-21 04:25:00,406.0
2021-02-21 04:24:00,407.0
2021-02-21 04:23:00,407.0
2021-02-21 04:22:00,407.0
2021-02-21 04:21:00,407.0
2021-02-21 04:20:00,407.0
2021-02-21 04:19:00,407.0
2021-02-21 04:18:00,407.0
2021-02-21 04:17:00,406.0
2021-02-21 04:16:00,407.0
2021-02-21 04:15:00,407.0
2021-02-21 04:14:00,406.0
2021-02-21 04:13:00,406.0
2021-02-21 04:12:00,407.0
2021-02-21 04:11:00,407.0
2021-02-21 04:10:00,407.0
2021-02-21 04:09:00,406.0
2021-02-21 04:08:00,406.0
2021-02-21 04:07:00,407.0
2021-02-21 04:06:00,407.0
2021-02-21 04:05:00,406.0
2021-02-21 04:04:00,407.0
2021-02-21 04:03:00,407.0
2021-02-21 04:02:00,406.0
2021-02-21 04:01:00,406.0
2021-02-21 04:00:00,407.0
